//ID	µØÍ¼±àºÅ	»»ËãºóX×ø±ê	»»ËãºóY×ø±ê	»»ËãºóZ×ø±ê
1548	world	-641.83	219.61	2845.62
1548	world	-544.48	219.39	3189.96
1549	world	-641.83	219.61	2845.62
1549	world	-544.48	219.39	3189.96
1554	world	-2364.81	289.54	56.17
1558	world	561.12	269.64	1442.91
1559	world	561.12	269.64	1442.91
1561	world	661.25	286.6	1404.19
1563	world	458.92	224.33	1622.09
1565	world	414.81	220.59	-1908.9
1565	world	45.74	228.33	-2159.15
1567	world	-702.66	524.58	204.83
1567	a01	39.39	445.8	218.27
1568	world	-1072.94	523.16	247.83
1576	world	2997.18	260.65	3519.89
1577	world	2924.2	222.26	3541.87
1578	world	414.81	220.59	-1908.9
1578	world	45.74	228.33	-2159.15
1579	world	1506.18	315.67	2301.91
1579	world	328.08	228.41	1378.02
1580	world	2004.79	237.03	1882.55
1580	world	1696.79	237.31	1819.02
1580	world	2107.5	226.51	2307.96
1581	world	414.81	220.59	-1908.9
1581	world	45.74	228.33	-2159.15
1583	world	2008.18	223.74	1628.87
1583	world	1985.38	260.45	1950.43
1583	world	2107.5	226.51	2307.96
1584	world	-702.66	524.58	204.83
1584	a01	27.5	445.8	211.02
1586	a01	-199.99	445.88	140.5
1589	world	778.38	318.65	-1677.89
1589	world	839.54	220.39	-2005.62
1590	world	2796.58	219.8	1282.12
1590	a20	-434.13	219	326.72
1592	world	706.93	222.4	-1934.59
1593	world	-859.95	522.86	99.38
1593	world	-525.23	523.2	163.3
1593	world	-773.4	522.37	466.72
1594	world	119.24	221.53	-2410.03
1596	world	2973.23	218.99	3606.42
1597	world	2752.14	220.02	1242.77
1597	a20	-434.13	219	326.72
1600	world	458.92	224.33	1622.09
1601	world	587.47	295.3	1503.95
1602	world	557.25	255.12	-1465.85
1603	world	2008.18	223.74	1628.87
1603	world	1985.38	260.45	1950.43
1603	world	2107.5	226.51	2307.96
1605	world	-859.95	522.86	99.38
1605	world	-525.23	523.2	163.3
1605	world	-773.4	522.37	466.72
1606	world	760.85	279.74	2205.7
1606	world	634.95	245.78	1756.81
1606	world	1054.24	377	1732.51
1608	a01	20.85	431.73	257.51
1609	world	-1563.82	202.37	-2087.46
1610	world	706.93	222.4	-1934.59
1611	world	922.04	291.59	-1706.93
1611	world	897.22	228.26	-2158.23
1612	world	2752.14	220.02	1242.77
1612	a20	-163.29	218.9	317.88
1613	world	1420.28	279.52	1805.97
1614	world	1200.83	337.06	1791.08
1615	world	760.85	279.74	2205.7
1615	world	571.42	243.67	1704.34
1615	world	986.52	396.78	1689.72
1618	world	1200.83	337.06	1791.08
1619	world	652.45	269.05	1359.07
1621	world	119.24	221.53	-2410.03
1622	world	-1427.8	313.83	-948.86
1625	world	760.85	279.74	2205.7
1625	world	986.52	396.78	1689.72
1625	world	678.64	255.74	1818.59
1626	world	1406.69	282.62	1748.33
1628	a01	-198.22	453.75	230.16
1628	a01	119.77	444.89	167.28
1631	a01	-289.79	446.12	147.99
1632	world	1966.61	293.51	2122.85
1632	world	2009.49	224.74	2424.1
1634	world	898.32	219.39	-2431.01
1635	world	1893.97	286.38	2227.84
1635	world	1511.42	312.89	2252.31
1636	world	1697.66	237.42	1921.55
1636	a02	95.63	218.8	-227.17
1637	world	850.81	226.86	948.68
1638	world	119.24	221.53	-2410.03
1639	world	2649.84	219.86	1157.85
1639	a20	-295.56	218.84	422.89
1640	world	898.32	219.39	-2431.01
1643	world	1918.96	252.58	2377.29
1643	world	-1522.36	313.83	-930.68
1644	world	980.66	227.18	1211.66
1645	a01	-262.49	453.43	230.82
1645	a01	131.91	444.89	158.87
1647	a01	-3.63	431.73	273.75
1649	world	1790.02	266.8	2405.81
1649	world	1558.82	279.12	2005.15
1650	world	898.32	219.39	-2431.01
1652	world	1790.02	266.8	2405.81
1653	world	866.7	219.25	-2452.32
1655	world	507.08	280.19	-974.93
1657	world	-1563.82	202.37	-2087.46
1662	world	-2170.17	300.62	-335.48
1663	world	-1162.1	345.31	-1242.13
1663	world	-1788.96	600.09	-665.35
1666	world	1417.53	310.67	2022.89
1667	world	1506.06	306.1	2047.45
1667	a02	115.73	218.8	-245.73
1671	world	1078.77	358.16	2362.44
1671	world	1421.35	323.63	2249.66
1676	world	-1442.38	313.83	-868.63
1677	world	1240.56	347.41	2152.74
1682	world	-2170.17	300.62	-335.48
1684	world	-1162.1	345.31	-1242.13
1684	world	-1188.97	600.33	-684.95
1686	world	-2170.17	300.62	-335.48
1687	world	-1162.1	345.31	-1242.13
1687	world	-1188.97	600.33	-684.95
1689	world	-2170.17	300.62	-335.48
1691	world	1832.51	343.41	2182.53
1692	world	3002.31	145.42	4213.11
1692	world	2859.48	198.51	2611.99
1692	world	2937.85	172.53	3052.71
1692	a20	-152.27	212.99	394.94
1692	a20	-471.72	205.58	386.53
1693	world	2941.62	205	3391.77
1693	world	2859.48	198.51	2611.99
1693	world	2937.85	172.53	3052.71
1693	a20	-152.27	212.99	394.94
1693	a20	-471.72	205.58	386.53
1694	world	3015.94	206.32	3404.7
1694	a20	-345.95	172.88	-273.17
1694	a20	-359.09	181.15	47.29
1695	world	2865.88	206.74	3411.37
1695	a20	-345.95	172.88	-273.17
1695	a20	331.57	132.25	273.24
1695	a20	-60.13	206.48	268.35
1695	a20	-441.59	208.99	210.47
1696	world	2637.64	161.19	3687.88
1696	a20	331.57	132.25	273.24
1696	a20	-60.13	206.48	268.35
1697	world	-1162.1	345.31	-1242.13
1698	world	810.81	310.4	913.14
1698	world	683.58	297.33	162.17
1699	world	1952.89	245.15	1721.7
1699	world	294.26	342.56	-136.48
1701	world	1832.51	343.41	2182.53
1702	world	1474.06	375.91	2065.21
1704	world	810.81	310.4	913.14
1704	world	683.58	297.33	162.17
1705	world	507.04	280.87	-949.44
1705	world	-1350.6	342.29	-1834.32
1706	world	1733.27	203.85	4130.57
1706	world	2380.27	201.07	3900.05
1707	world	1812.16	205.68	4525.42
1707	world	1733.27	203.85	4130.57
1707	world	2629.05	182.15	3768.33
1707	world	2884.53	183.37	4076.21
1707	world	2448.06	190.26	4496.74
1707	world	2958.5	156.86	4496.01
1708	world	1812.16	205.68	4525.42
1708	world	2629.05	182.15	3768.33
1708	world	2884.53	183.37	4076.21
1708	world	2448.06	190.26	4496.74
1708	world	2958.5	156.86	4496.01
1709	world	2937.85	172.53	3052.71
1709	a20	-152.27	212.99	394.94
1709	a20	-471.72	205.58	386.53
1710	world	1812.16	205.68	4525.42
1710	world	2629.05	182.15	3768.33
1710	world	2884.53	183.37	4076.21
1710	world	2448.06	190.26	4496.74
1710	world	2958.5	156.86	4496.01
1711	world	1474.06	375.91	2065.21
1713	world	1832.51	343.41	2182.53
1714	world	-1350.6	342.29	-1834.32
1715	world	441.62	834.22	4205.33
1716	world	1280.5	338.09	33.3
1717	world	-1458.2	380.55	-855.26
1717	world	-1614.52	375.91	-1369.56
1718	world	2413	384.26	2111.13
1719	world	1474.06	375.91	2065.21
1725	world	1679.33	467.38	3784.19
1725	world	408.04	354.96	3222.84
1725	world	713.83	380	272.97
1725	world	1793.95	323.37	20.46
1727	world	1474.06	375.91	2065.21
1727	world	2413	384.26	2111.13
1728	world	441.62	834.22	4205.33
1729	world	1308.12	439.27	4171.46
1729	world	408.04	354.96	3222.84
1729	world	696.85	380	290.85
1729	world	1793.95	323.37	20.46
1730	world	-1458.2	380.55	-855.26
1730	world	-1614.52	375.91	-1369.56
1735	world	458.02	705.25	4195.17
1739	world	810.81	310.4	913.14
1739	world	683.58	297.33	162.17
1741	world	810.81	310.4	913.14
1741	world	683.58	297.33	162.17
1742	world	-1350.6	342.29	-1834.32
1743	world	810.81	310.4	913.14
1743	world	683.58	297.33	162.17
1744	world	441.62	834.22	4205.33
1745	world	1510.67	474.68	3959.46
1745	world	408.04	354.96	3222.84
1745	world	2211.02	320.12	2731.72
1745	world	2269.92	270.26	3186.89
1745	world	752.94	380	158.56
1746	world	326.01	274.8	3012.31
1746	world	-1613.59	359.42	662.82
1746	world	-439.32	297.79	-924.31
1747	world	-1458.2	380.55	-855.26
1747	world	-1614.52	375.91	-1369.56
1748	world	474.61	380	-910.77
1749	a20	150.12	172.88	-62.1
1750	a20	150.12	172.88	-62.1
1751	a20	150.12	172.88	-62.1
1752	world	-894.53	472.17	-95.71
1753	world	-332.86	300	3301.56
1753	world	-267.93	300	2845.36
1753	world	-752.44	300	2855.35
1753	world	-777.41	300	3336.53
1753	world	-225.05	287	1808.93
1753	world	-764.33	287	1831.66
1753	world	-288.07	342.72	2317.21
1753	world	-777.76	287	2344.08
1753	world	167.57	290	2029.05
1753	world	810.81	310.4	913.14
1753	world	683.58	297.33	162.17
1755	world	-1350.6	342.29	-1834.32
1760	world	-2628.06	618.33	76.16
1760	world	-894.53	472.17	-95.71
1765	world	-2991.43	654.29	1072.36
1765	world	-2314.74	682.84	767.72
1767	world	933	261.26	3181.17
1767	world	-1749.12	282.72	467.13
1767	world	-328.89	255.39	-1917.41
1770	world	2260.38	300.33	4269.46
1770	world	2701.85	300.31	3804.18
1770	world	2931.82	300.12	4293.09
1772	world	2630.09	300.37	4446.35
1773	world	967.1	268.06	3285.14
1773	world	307.93	297.33	3124.98
1773	world	2825.59	286.78	2874.58
1773	world	2816.35	277.52	3244.52
1773	world	-1501.12	367.78	1273.03
1773	world	-1605.53	317.44	332.89
1773	world	-145.85	349.97	-995.12
1773	world	-126.94	283.13	-1874.26
1773	world	473.5	330.93	-1734.73
1773	world	880.25	310.97	-2137.39
1773	a20	123.21	280	255.73
1773	a20	-149	280	-214.89
1776	world	2942.83	197.14	2204.06
1776	world	3019.06	205.87	2534.36
1776	world	2591.94	201.27	2490.18
1778	world	2742.07	206.16	2854.33
1778	world	2819.4	178.05	3234.63
1780	world	2742.07	206.16	2854.33
1780	world	2819.4	178.05	3234.63
1783	world	2742.07	206.16	2854.33
1783	world	2819.4	178.05	3234.63
1786	a20	-96.31	172.88	-119.95
1787	a20	-96.31	172.88	-119.95
1788	a20	-96.31	172.88	-119.95
1789	a20	55.84	172.88	-333.17
1790	a20	55.84	172.88	-333.17
1791	a20	55.84	172.88	-333.17
2161	world	318.01	270	3242.67
2162	world	330.98	270.07	3267.46
2163	world	274.04	270.05	3284.67
2164	world	261.89	270	3271.76
2165	world	286.92	270	3298.38
2166	world	418.03	266.69	3204.94
2168	world	305.44	270.12	3264.35
2171	world	478.76	258.91	3248.16
2173	world	587.2	266.67	3489.98
2175	world	331.55	270.09	3371.11
2177	world	-612.86	219.06	-1440.53
2178	world	-588.86	219.82	-1369.7
2179	world	-661.86	219.48	-1420.19
2180	world	-562.08	219.31	-1372.24
2181	world	-576.66	219.07	-1437.83
2182	world	-726.99	219.16	-1244.8
2184	world	-627.79	219.49	-1360.77
2187	world	-755.17	221.85	-1353.94
2189	world	-797.95	219.49	-1309.26
2190	world	-746.69	219.04	-1257.92
2191	world	-722.03	219.1	-1222.63
2192	world	-1471.48	253.06	925.57
2193	world	-1379.38	253.01	882.95
2194	world	-1406.9	253.03	897.76
2195	world	-1440.89	253.09	909.65
2196	world	-1386.77	253.01	869.67
2197	world	-1422.83	258.09	955.15
2199	world	-1407.73	253.76	870.29
2202	world	-1481.99	255.37	976.47
2203	world	-1519.4	255.94	986.93
2204	world	-1458.07	254.1	848.16
2206	world	-1537.85	258.59	969.71
2213	world	551.82	219.54	151.43
2220	world	1519.44	224.31	1400.57
2222	world	1707.87	221.2	981.78
2237	world	408.7	266.06	3195.23
2238	world	-741.55	219.12	-1234.77
2240	world	-1423.48	258.03	951.14
2259	world	677.84	471.77	175.84
2261	world	1122.91	219.85	1120.46
2262	world	-1227.73	229.65	1151.78
2263	world	-2405.21	229.4	-273.1
2264	world	296.24	218.96	1269.2
2265	world	224.86	221.18	988.55
2266	world	333.44	219.02	1800.36
2267	world	1564.59	226.48	1220.68
2268	world	1869.48	264.02	2329.51
2269	world	1870.42	263.8	2331.04
2271	world	1824.9	221.78	1097.68
2272	world	2000.49	183.18	1046.09
2275	world	1719.21	221.77	1062.63
2276	world	1636.35	219.61	1376.88
2277	world	1565.51	234.76	1190.56
2278	world	392.53	266.75	3424.23
2279	world	1807.62	221.77	1098.8
2280	world	1258.26	219.61	1101.78
2282	world	382.43	266	3366.5
2283	world	1213.51	219.61	1059.39
2284	world	-1586.96	254.81	924.2
2285	world	168.97	219.31	385.44
2286	world	1114	219.64	1024
2287	world	-1381.39	253.12	895.38
2288	world	-1718.6	219.67	62.13
2289	world	-2659.49	546.34	680.58
2290	world	-1545.56	261.43	983.93
2291	world	701.6	472.39	204.42
2292	world	-2564.15	522.78	-119.23
2293	world	2434.12	240.52	-2227.1
2294	world	-219.24	216.22	-136.83
2296	world	-1600.84	285.33	1019.2
2297	world	-746.57	264.23	-1190.51
2298	world	2231.25	222.23	1728.36
2299	world	-724.05	315.8	43.38
2300	world	-1094.46	235.09	-114.99
2301	world	1320.66	321.96	1947.37
2303	world	-2850.89	526.31	-346.8
2304	world	-923.92	220.67	2606.22
2305	world	456.78	220.38	210.05
2306	world	973.25	225.69	3176.97
2307	world	796.52	261.36	3989.79
2308	world	1485.55	219.46	621.4
2455	world	-313.2	223.97	-2012.47
2516	world	179.55	229.29	951.02
2557	world	1114	219.66	1044
2558	world	1720.84	225.98	4019.79
2559	world	1557.27	221.55	3628.8
2577	world	436.89	266.23	3418.49
2578	world	593.92	218.83	2887.02
2584	world	2653.33	252.09	4187.02
2585	world	715.63	472.33	170.42
2599	world	-1945.69	534.95	-2399.65
2600	world	-1056.46	220.33	-2173.75
2601	world	-1051.63	218.77	-2177.37
2602	world	-1311.07	226.07	-1618.79
2605	world	1369.14	318.42	2058.87
2618	world	-582.83	522.36	133.8
2629	world	1284.26	222.74	1310.35
2674	world	553.78	219.33	158.65
2675	world	525.26	221.28	140.98
2676	world	509.5	220.55	205.37
2677	world	502.93	220.78	197.21
2678	world	519.75	221.44	141.52
2860	world	148.55	218.54	2584.66
2869	a05	78.5	332.65	151.18
2870	a07	54.16	335.74	-140.22
2871	a06	240.62	332.1	171.57
2872	world	-2124.25	628.49	993.55
2873	world	-804.08	233.37	-2195.78
2885	world	290.01	270	3303.68
2887	world	-1423.41	253.01	902.52
2898	world	371.32	209.77	1679.93
2901	world	1582.42	284.79	2169.69
2960	world	-249.59	230.92	-1629.63
2962	world	175.33	217.22	2527.33
2963	world	-1205.99	314.1	-745.65
2974	world	1212.39	227.82	798.55
2979	world	1878.39	242.61	168.77
3012	world	1558.97	289.64	2171.86
3013	world	194.55	239.94	864.45
3014	world	165.16	223.29	1749.15
3038	world	488.3	224.71	-1781.93
3039	world	-2253.84	436.22	1266.59
3110	world	-127	217.36	-865.1
3123	world	950.93	225.09	3206.95
3124	world	1778.31	218.02	3447.56
3125	world	985.24	218.79	4204.13
3126	world	1707.23	219.61	1273.55
3127	world	1474.63	219.61	1368.77
3128	world	1810.55	284.9	2144.56
3129	world	439.72	222.77	138.45
3130	world	-1689.43	317.03	872.18
3131	world	-1718.52	219.61	93.44
3132	world	-1689.11	219.61	94.26
3133	world	-1736.75	225.93	77.19
3134	world	-1730.57	220.61	46.52
3135	world	-102.8	220.36	-341.31
3136	world	-126.84	218.76	-281.64
3137	world	-875.61	218.86	1014.94
3163	world	-592.98	221.86	-1786.61
3164	world	-283.06	230.76	-1230.54
3165	world	-276.84	221.54	-1987.36
3166	world	-306.94	222.84	-1983.08
3167	world	-968.42	219.02	-2068.88
3168	world	-1901.67	531.97	-2411.38
3169	world	-1897.11	526.84	-2239.91
3170	world	-1996.77	529.75	-2221.07
3171	world	-1806.59	508.32	-971.26
3269	world	-1840.87	219.61	-73.7
3272	world	-633.78	221.4	3542.87
3273	world	1865.08	242.66	148.59
3284	world	290.15	270.09	3405.28
3285	world	-771.05	222.01	-1287.52
3286	world	-1558.84	261.37	971.75
3287	world	1203.7	227.82	780.08
3288	world	697.75	472.72	183.12
3302	world	145.26	223.6	2895.67
3303	world	-1534.13	256.55	771.08
3303	world	-1447.94	236.01	1428.12
3304	world	-331.95	228.81	-860.22
3305	world	195.64	248.59	3083.88
3305	world	310.49	222.8	2779.2
3306	world	-1594.46	254.22	630.22
3306	world	-1595.88	276.92	1288.81
3306	world	-1280.42	241.56	1266.3
3307	world	-509.48	220.3	-1155.18
3307	world	-386.69	224.66	-790.09
3307	world	-85.07	259.8	-904.48
3308	world	768.37	247.82	3367.36
3308	world	655.64	227.3	3039.28
3308	world	247.03	225.69	3050.05
3309	world	-1044.49	220.74	1237.01
3309	world	-1680.15	316.7	1072.87
3309	world	-1677.14	298.92	737.37
3310	world	-1003.43	222.23	-1475.6
3310	world	-181.16	227.23	-1030.13
3310	world	-489.57	219.51	-1075.95
3310	world	-644.36	219.27	-1525.42
3311	world	465.47	229.29	2755.44
3311	world	106.36	224.85	2658.64
3311	world	812.68	230.59	3195.69
3312	world	-1072.23	219.41	968.77
3312	world	-1573.47	218.86	518.17
3312	world	-1718.34	259.8	1161.05
3312	world	-1821.48	235.17	825
3313	world	-23.81	218.95	-605.8
3313	world	-26.13	223.73	-926.71
3313	world	-416.18	220.82	-1410.46
3314	world	770.09	222.35	2741.9
3314	world	408.19	223.59	2589.12
3314	world	931.8	225.8	3351.19
3314	world	1099.2	226.91	2956.29
3314	world	606.64	219.86	2263.53
3315	world	-1691.22	264.73	636.06
3315	world	-1264.84	219.11	623.79
3316	world	-69.68	226.14	-1235.38
3317	world	984.5	255.32	2608.99
3317	world	668.18	221.92	2606.03
3317	world	1008.88	220.73	3242.31
3317	world	1300.37	273.17	2807.38
3318	world	-1398.68	225.09	433.04
3318	world	-1728.26	225.55	430.98
3319	world	-57.58	227.21	-1645.81
3320	world	1900.79	239.49	3157.9
3320	world	1300.49	230.27	3007.71
3321	world	-1884.31	229.42	-198.19
3322	world	-486.75	248.53	-2145.5
3322	world	-803.57	225.7	-2415.78
3322	world	-332.37	218.98	-2535.85
3323	world	1600.66	253.34	3107.77
3323	world	784.98	219.05	2487.19
3324	world	-1797.73	221.37	465.7
3324	world	-1999.04	256.69	163.81
3324	world	-1600.19	220.5	139.11
3325	world	-263.52	220.99	-2152.92
3326	world	1850.79	241.57	3157.78
3326	world	1550.56	278.2	2958.01
3327	world	-1694.59	219.72	196.47
3327	world	-1998.3	227.54	-20.02
3328	world	-257.86	222.73	-2323.36
3329	world	1528.55	254.64	3762.38
3329	world	1219.79	264.28	3674.79
3329	world	1750.49	264.1	2957.9
3329	world	1245.51	219.36	3305.38
3330	world	-2295.7	223.02	-338.88
3330	world	-1368.36	228.14	-92.79
3331	world	-663.42	242	-2117.21
3331	world	-990.15	229.63	-1647.38
3344	world	382.8	218.84	2125.6
3345	world	171.09	222.75	2154.3
3346	world	461.45	229.31	1979.31
3347	world	196.54	227.8	1942.04
3360	a11	-299.25	320.06	276.64
3361	a11	472.51	280.01	389.2
3362	a11	492.27	305.91	-416.14
3363	a11	-61.6	307.17	-401.63
3364	a11	-313.02	316.49	-434.38
3367	world	306.35	270.01	3258.72
3367	world	-1377.01	253.01	874.89
3377	world	252.12	218.77	1091.38
3378	world	238.76	221.61	953.4
3379	world	-90.3	220.37	-324.66
3380	world	-91.92	220.44	-316.27
3413	world	176.88	260	3347.38
3414	world	388.82	266.65	3421.52
3417	world	588.53	219.05	434.92
3419	world	267.76	220.22	113.25
3420	world	-1622.38	218.4	-21.17
3421	world	1959.57	226.09	3875.7
3421	world	1616.28	221.21	3929.98
3421	world	1431.7	251.09	4338.05
3421	world	1302.09	249.53	3955.34
3422	world	-926.13	284.06	-478.02
3422	world	-204.98	252.86	-312.17
3422	world	-590.84	227.07	-422.86
3423	world	-2022.61	523.69	-2323.75
3423	world	-1640.96	401.49	-2388.45
3424	world	1201.58	224.04	4110.1
3424	world	1449.31	263.61	4424.34
3424	world	1095.41	238.91	4541.25
3425	world	-367.96	287.19	256.92
3426	world	-1761.07	529.67	-1843.26
3427	world	874.51	266.38	3997.39
3427	world	998.84	219.03	4370.42
3428	world	-228.27	263.58	891.67
3428	world	594.01	224.94	848.01
3428	world	273.98	232.13	833.28
3429	world	-1864.18	523.95	-1095.02
3429	world	-1945.65	531.69	-793.63
3430	world	770.98	273.44	3748.69
3430	world	251.78	311.71	3976.48
3430	world	139.97	244.52	3659.1
3430	world	361.85	285.21	4523.4
3431	world	-252.97	278.63	659.34
3431	world	-68.58	221.04	1055.75
3431	world	-579.59	396.83	919.51
3432	world	-1218.9	527.78	-909.87
3432	world	-1206.23	534.43	-576.11
3479	world	1854.58	220.96	1153.94
3481	world	270.71	270.13	3432.7
3482	world	259.59	270	3419.28
3483	world	-2692.89	379.01	3093.72
3483	world	402.51	266	3208.57
3483	world	-1520.57	255.91	996.42
3483	world	1850.08	222.17	1337.63
3483	world	-856.8	219.62	-1384.94
3483	world	2505.98	278.82	-1770.34
3486	world	-1551.45	255.95	953.23
3491	world	-761.41	219.08	-1222.71
3492	world	-703.43	219	-1241.83
3503	world	455.35	359.78	3637.95
3504	world	-680.74	314.25	20.78
3506	world	745.9	264.79	1292.55
3508	world	1434.54	214.35	587.97
3509	world	614.6	243.58	1750.04
3510	world	294.26	342.56	-136.48
3511	world	108.36	227.51	-154.47
3512	world	-2099.42	236	39.15
3514	world	-1886.77	522.04	950.21
3517	world	221.54	219.07	2854.42
3518	world	-1445.24	241.35	1398.93
3519	world	-313.41	218.02	-893.1
3561	world	338.68	266	3365.21
3564	world	-1519.9	253.27	950.95
3565	world	-651.93	221.88	-1124.84
3566	world	1955.33	223.36	3369.83
3567	world	-120.37	217.04	-859.56
3568	world	-1310.08	218.97	1457.3
3569	world	1813.18	285.26	2195.46
3578	world	1666.41	234.03	3250.91
3579	world	2375.09	219.1	2829.99
3580	world	287.74	221	1877.58
3581	world	-664.44	219.89	2737.1
3582	world	-141.78	218.72	-304.22
3583	world	274.95	220.26	973.34
3584	world	-2813.57	534.88	907.37
3585	world	-1967.7	525	-2271.56
3586	world	466.09	282.09	-2141.52
3587	world	329.91	219.97	-905.27
3608	world	1584.59	250.13	3283.15
3609	world	1651.15	243.13	3380.07
3610	world	108.36	227.51	-154.47
3612	world	274.27	220.16	960.8
3613	world	-1959.72	525	-2256.26
3614	world	-287.81	221.61	-1997.31
3619	world	-199.96	278.85	-1302.31
3619	world	-609.26	272.88	-2037.17
3619	world	-247.63	247.57	-2159.79
3621	world	-1427.36	280.86	-120.97
3622	world	-1124.46	265.68	-1901.86
3622	world	-696.95	274	-1802.84
3624	world	-578.2	300.54	-412.9
3624	world	-372.9	360.02	98.16
3624	world	-120.51	300.53	405.38
3625	world	-1858.13	600.67	-2410.29
3625	world	-1198.4	315.29	-2459.84
3625	world	-1124.46	265.68	-1901.86
3625	world	-1800.83	600.99	-1892.37
3627	world	264.55	306.1	998.68
3627	world	-224.65	310.67	-310.72
3627	world	-120.51	300.53	405.38
3628	world	-1825.05	600.63	-1377.07
3628	world	-1800.83	600.99	-1892.37
3630	world	71.7	300.12	1295.7
3631	world	-1788.96	600.09	-665.35
3631	world	-1470.04	610.19	-1218.76
3631	world	-1825.05	600.63	-1377.07
3631	world	-1800.83	600.99	-1892.37
3719	world	644.52	247	1258.45
3720	world	542.57	252.79	1361.68
3721	world	2212.65	222.26	1740.39
3722	world	2110.17	222.08	1651.8
3723	world	2397.44	217.34	2526.12
